applicant_id,edad,genero,provincia,region,zona,tipo_beca,nivel_estudio,ingreso_hogar_mensual_dop,miembros_hogar,promedio_academico,score_documental,horas_voluntariado,puntaje_ingles,costo_anual_programa_dop,primera_generacion_universitaria,discapacidad,adjudicada
RD-001532,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,69555.41,2,89.93,91.8,12.2,79.91,220284.71,0,0,0
RD-001533,21,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,22554.19,1,67.31,81.3,77.9,12.82,141905.28,1,0,1
RD-001534,18,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,29017.13,7,81.19,100.0,19.7,42.16,364070.57,1,0,1
RD-001535,25,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,54782.96,4,80.36,70.46,71.1,55.96,230442.01,1,0,0
RD-001536,24,femenino,Puerto Plata,Cibao Norte,urbana,nacional,maestria,51243.89,7,82.71,63.77,126.5,51.94,274355.94,0,0,1
RD-001537,21,masculino,La Romana,Yuma,urbana,nacional,grado,23677.73,5,90.17,77.87,0.0,66.09,192611.91,1,0,1
RD-001538,28,masculino,San Pedro de Macoris,Higuamo,urbana,internacional,doctorado,63705.08,3,69.68,73.51,0.0,97.95,1384567.05,0,0,0
RD-001539,23,femenino,La Altagracia,Yuma,urbana,nacional,grado,25848.79,7,73.21,48.42,103.0,44.05,348790.24,1,0,0
RD-001540,22,masculino,La Vega,Cibao Sur,urbana,nacional,grado,86431.26,2,78.55,70.17,59.4,36.7,255829.3,1,0,1
RD-001541,25,femenino,La Altagracia,Yuma,urbana,nacional,maestria,56454.88,2,85.23,82.12,112.7,34.17,274253.64,0,0,1
RD-001542,22,femenino,Santo Domingo,Ozama,rural,nacional,grado,22639.28,6,90.66,77.3,23.7,40.86,323410.29,0,0,1
RD-001543,33,femenino,Santiago,Cibao Norte,rural,internacional,maestria,31539.87,4,97.05,68.68,62.3,68.09,1682563.38,1,1,1
RD-001544,38,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,31239.75,3,81.71,78.51,91.0,57.76,339193.61,0,0,1
RD-001545,26,masculino,La Vega,Cibao Sur,rural,nacional,grado,46070.69,5,90.64,79.48,69.5,49.65,270482.53,1,0,0
RD-001546,23,masculino,Santiago,Cibao Norte,rural,nacional,grado,37714.98,7,89.68,86.58,0.0,42.24,270430.88,1,0,1
RD-001547,25,masculino,Santo Domingo,Ozama,rural,internacional,maestria,22471.01,2,88.33,70.3,187.0,86.68,1375298.4,1,0,1
RD-001548,26,masculino,San Pedro de Macoris,Higuamo,rural,nacional,grado,19597.5,7,83.81,88.49,69.6,41.46,322151.56,0,0,0
RD-001549,36,femenino,Santiago,Cibao Norte,urbana,internacional,maestria,57065.95,7,80.8,64.91,0.0,76.26,1524063.66,1,0,0
RD-001550,22,masculino,Santo Domingo,Ozama,urbana,nacional,grado,49386.4,6,75.48,71.96,74.1,40.78,290402.32,1,0,1
RD-001551,44,femenino,Santo Domingo,Ozama,rural,nacional,maestria,44714.17,2,74.95,98.39,79.3,62.1,458256.51,0,1,0
RD-001552,22,masculino,La Vega,Cibao Sur,rural,nacional,grado,48967.03,1,86.78,65.71,104.7,72.52,274100.61,0,0,1
RD-001553,19,femenino,Santiago,Cibao Norte,urbana,nacional,grado,30019.26,1,83.56,70.09,101.7,34.36,126270.11,1,0,1
RD-001554,23,femenino,Santiago,Cibao Norte,urbana,nacional,grado,46685.82,5,80.68,62.96,50.4,68.79,212435.2,0,0,0
RD-001555,26,femenino,Santo Domingo,Ozama,urbana,nacional,grado,170446.72,3,89.32,68.07,0.0,62.4,298975.17,0,0,0
RD-001556,40,femenino,La Romana,Yuma,urbana,internacional,doctorado,80499.96,7,82.4,79.66,80.8,73.18,1822375.52,0,0,1
RD-001557,28,masculino,San Juan,El Valle,urbana,internacional,maestria,36003.64,1,76.69,86.48,0.0,75.39,1093093.41,0,0,1
RD-001558,38,femenino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,31638.99,3,81.87,77.78,114.7,64.3,996893.78,0,0,0
RD-001559,27,femenino,San Cristobal,Valdesia,urbana,nacional,maestria,12000.0,2,90.57,74.1,27.0,58.03,220212.82,0,0,1
RD-001560,25,masculino,Azua,Valdesia,urbana,nacional,maestria,75946.3,7,75.81,63.09,88.6,53.86,393112.39,0,1,0
RD-001561,27,masculino,Monte Cristi,Cibao Noroeste,urbana,internacional,maestria,65031.88,1,85.67,69.27,30.5,84.0,833688.07,1,0,1
RD-001562,19,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,31285.02,3,83.56,59.45,37.9,58.88,323204.05,0,0,0
RD-001563,26,otro,Peravia,Valdesia,urbana,nacional,grado,19197.99,7,77.91,86.84,24.0,52.7,213490.43,0,0,1
RD-001564,41,femenino,Peravia,Valdesia,urbana,internacional,maestria,22350.48,7,81.65,87.67,92.2,87.06,1829669.46,0,0,1
RD-001565,22,femenino,La Romana,Yuma,urbana,nacional,grado,53874.84,7,71.43,77.51,32.0,41.95,289110.49,0,0,1
RD-001566,39,femenino,La Vega,Cibao Sur,urbana,nacional,maestria,40169.47,5,84.88,83.3,94.6,42.42,94298.43,0,0,0
RD-001567,27,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,61720.76,2,73.08,88.51,33.2,89.07,1598360.58,1,0,0
RD-001568,17,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,44247.04,1,92.58,79.21,49.6,46.53,291045.14,1,0,1
RD-001569,27,masculino,La Vega,Cibao Sur,rural,nacional,maestria,71805.57,3,83.26,94.72,61.6,67.2,339884.45,0,0,0
RD-001570,25,femenino,Puerto Plata,Cibao Norte,urbana,nacional,maestria,51702.75,4,79.43,65.71,66.9,45.07,215501.59,0,0,0
RD-001571,17,masculino,Santiago,Cibao Norte,urbana,nacional,grado,66558.56,4,93.28,73.82,18.4,61.79,287156.79,1,0,1
RD-001572,37,masculino,Duarte,Cibao Nordeste,urbana,internacional,maestria,13368.74,1,75.75,72.39,91.7,84.13,1388164.62,1,0,0
RD-001573,26,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,21399.22,5,78.02,85.77,47.8,45.38,231382.63,1,0,1
RD-001574,23,masculino,La Altagracia,Yuma,urbana,nacional,grado,34530.79,3,69.37,60.79,84.5,71.64,157045.68,1,0,0
RD-001575,33,femenino,Distrito Nacional,Ozama,urbana,internacional,doctorado,76401.9,1,94.48,95.38,59.3,100.0,1010046.98,0,0,1
RD-001576,24,masculino,Santo Domingo,Ozama,rural,nacional,maestria,118692.49,7,98.98,84.74,86.4,52.03,199832.37,1,0,1
RD-001577,41,femenino,La Romana,Yuma,urbana,internacional,doctorado,38548.42,3,70.61,99.0,41.5,84.45,1623001.59,0,0,0
RD-001578,21,masculino,Azua,Valdesia,rural,nacional,grado,30140.68,2,77.47,77.51,24.5,53.41,224531.41,0,0,1
RD-001579,19,masculino,Monte Cristi,Cibao Noroeste,rural,nacional,grado,14396.89,4,84.56,71.4,79.2,29.06,193505.66,1,0,1
RD-001580,21,masculino,Azua,Valdesia,urbana,nacional,grado,67843.58,7,79.87,85.89,37.8,39.63,304412.33,0,0,0
RD-001581,26,femenino,Peravia,Valdesia,rural,nacional,grado,31175.73,6,83.75,90.37,125.6,58.94,196198.93,0,0,1
RD-001582,38,femenino,Santiago,Cibao Norte,urbana,internacional,maestria,214718.7,1,83.06,69.43,63.0,73.53,841524.5,0,0,0
RD-001583,39,femenino,Santiago,Cibao Norte,urbana,internacional,maestria,28094.46,5,87.26,54.03,0.0,73.26,1696495.0,0,0,0
RD-001584,34,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,134309.39,5,76.31,56.08,33.7,59.0,1255813.05,0,0,0
RD-001585,24,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,63678.49,7,85.54,81.14,15.0,95.55,123622.41,0,0,1
RD-001586,23,masculino,San Juan,El Valle,urbana,internacional,maestria,23967.51,7,75.07,96.48,108.3,78.88,2158457.69,0,0,1
RD-001587,23,femenino,Santiago,Cibao Norte,urbana,nacional,grado,47938.73,6,80.71,62.39,94.8,68.46,134765.21,0,0,1
RD-001588,34,masculino,Duarte,Cibao Nordeste,urbana,internacional,doctorado,64489.6,5,70.11,74.73,57.3,57.82,900633.33,1,0,0
RD-001589,25,masculino,Santo Domingo,Ozama,urbana,nacional,grado,37276.24,3,80.76,73.82,73.1,57.43,351952.34,0,0,0
RD-001590,23,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,66895.73,7,79.42,100.0,56.1,81.66,1522615.11,1,0,1
RD-001591,18,femenino,Santo Domingo,Ozama,urbana,nacional,grado,66090.25,7,91.55,100.0,98.7,47.04,311296.66,0,0,1
RD-001592,23,masculino,Distrito Nacional,Ozama,rural,nacional,maestria,58570.48,7,83.53,83.09,83.4,59.58,421723.95,1,1,0
RD-001593,22,femenino,San Juan,El Valle,urbana,internacional,maestria,41812.04,7,84.98,88.78,91.5,82.36,910079.22,1,0,1
RD-001594,24,femenino,Santiago,Cibao Norte,rural,nacional,grado,22109.95,5,83.82,88.44,51.4,57.9,345357.64,1,0,1
RD-001595,17,masculino,La Altagracia,Yuma,urbana,nacional,grado,40447.82,7,66.97,62.64,31.6,59.14,185735.49,0,1,0
RD-001596,33,masculino,San Cristobal,Valdesia,urbana,internacional,maestria,46482.7,6,68.02,86.38,89.9,67.28,1504735.96,1,0,0
RD-001597,26,femenino,Santo Domingo,Ozama,urbana,nacional,grado,15035.54,2,81.45,65.76,129.8,39.48,210678.08,0,0,1
RD-001598,26,masculino,Santo Domingo,Ozama,urbana,nacional,grado,46308.44,1,86.23,75.94,109.8,41.27,228111.47,1,0,1
RD-001599,19,femenino,La Altagracia,Yuma,urbana,nacional,grado,40004.98,7,82.12,91.68,131.2,46.8,485562.4,0,0,1
RD-001600,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,20678.62,3,77.09,78.97,67.3,47.25,239958.85,0,0,0
RD-001601,27,femenino,Peravia,Valdesia,rural,nacional,maestria,35131.26,7,82.08,91.23,16.4,59.64,143308.12,0,0,1
RD-001602,30,masculino,Santo Domingo,Ozama,urbana,internacional,doctorado,35542.5,3,81.38,93.59,20.3,66.72,1242384.64,1,0,0
RD-001603,42,masculino,San Cristobal,Valdesia,urbana,internacional,doctorado,121972.63,3,90.23,56.92,122.1,72.65,1046690.91,1,0,0
RD-001604,25,femenino,La Altagracia,Yuma,urbana,nacional,grado,47622.71,6,89.78,51.87,0.0,75.92,253636.32,0,0,1
RD-001605,39,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,74594.71,4,79.57,91.95,127.7,55.54,323342.16,0,0,1
RD-001606,30,femenino,Santo Domingo,Ozama,rural,nacional,maestria,39545.28,5,83.6,92.43,24.6,46.83,151494.37,1,0,1
RD-001607,43,femenino,San Juan,El Valle,urbana,internacional,maestria,15053.2,3,86.21,81.08,146.6,96.01,1678427.3,1,0,1
RD-001608,17,femenino,Santo Domingo,Ozama,urbana,nacional,grado,61070.73,5,87.4,82.71,56.8,56.75,347046.26,0,0,1
RD-001609,18,masculino,La Vega,Cibao Sur,rural,nacional,grado,29377.88,4,97.22,88.72,92.5,59.38,273561.59,1,0,1
RD-001610,35,femenino,La Vega,Cibao Sur,rural,internacional,doctorado,35081.17,7,83.77,88.49,167.3,91.4,1278221.56,0,0,1
RD-001611,36,masculino,Santo Domingo,Ozama,rural,internacional,maestria,23644.03,4,93.35,74.35,45.1,100.0,888011.04,0,0,1
RD-001612,23,femenino,La Romana,Yuma,rural,nacional,grado,43915.49,1,74.72,89.47,44.4,57.29,315445.89,0,0,1
RD-001613,17,masculino,La Romana,Yuma,urbana,nacional,grado,75799.59,6,78.9,73.84,28.7,53.04,266487.75,1,0,1
RD-001614,23,otro,Santiago,Cibao Norte,urbana,nacional,grado,70474.48,7,66.91,80.92,14.9,43.42,179404.74,0,0,0
RD-001615,24,femenino,La Altagracia,Yuma,urbana,nacional,grado,100952.38,7,85.21,80.4,45.2,53.7,182260.78,1,0,0
RD-001616,26,masculino,Santo Domingo,Ozama,urbana,nacional,grado,109139.01,1,89.18,67.69,35.0,42.92,432951.74,0,0,0
RD-001617,20,masculino,Distrito Nacional,Ozama,rural,nacional,grado,13694.77,7,63.56,69.08,3.7,40.73,340634.87,0,0,0
RD-001618,22,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,21883.95,3,85.51,100.0,50.5,51.93,324503.2,0,0,1
RD-001619,21,femenino,Monte Cristi,Cibao Noroeste,urbana,nacional,grado,15607.31,6,88.83,67.3,80.2,43.38,180599.49,1,0,1
RD-001620,20,femenino,Distrito Nacional,Ozama,rural,nacional,grado,59728.33,5,88.38,82.44,19.7,41.01,307254.77,0,0,1
RD-001621,23,femenino,Santo Domingo,Ozama,urbana,nacional,grado,28819.43,7,74.43,84.96,52.7,67.69,205036.85,0,0,0
RD-001622,40,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,32239.6,3,90.18,77.35,123.3,76.5,1740897.41,0,1,0
RD-001623,25,femenino,La Altagracia,Yuma,rural,nacional,grado,37454.1,5,84.07,86.06,0.0,79.65,355226.06,0,0,1
RD-001624,24,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,52073.63,5,88.73,81.95,146.9,90.76,2373196.47,0,0,1
RD-001625,19,masculino,Santiago,Cibao Norte,urbana,nacional,grado,18640.16,2,82.99,67.56,29.7,39.69,317688.21,0,0,1
RD-001626,22,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,21112.6,6,87.05,84.44,69.0,69.4,231660.31,0,0,1
RD-001627,30,femenino,Santiago,Cibao Norte,urbana,internacional,maestria,42222.68,2,92.87,71.46,117.6,85.76,1595649.77,0,0,1
RD-001628,31,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,81577.62,6,82.37,98.89,131.3,81.6,386426.82,0,0,1
RD-001629,23,femenino,Santo Domingo,Ozama,urbana,nacional,grado,41607.32,1,86.27,83.15,81.1,55.39,284332.56,0,0,1
RD-001630,17,masculino,Santiago,Cibao Norte,urbana,nacional,grado,27298.5,2,94.0,69.6,28.7,60.14,160131.28,0,0,0
RD-001631,21,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,12945.26,4,82.93,82.11,24.8,52.46,359219.95,0,1,1
RD-001632,25,femenino,Azua,Valdesia,urbana,nacional,grado,71251.53,2,75.0,66.9,34.1,55.99,175454.35,0,0,1
RD-001633,42,femenino,San Cristobal,Valdesia,rural,nacional,maestria,28148.17,1,89.41,81.09,145.0,48.56,237191.7,0,0,1
RD-001634,25,otro,San Cristobal,Valdesia,urbana,nacional,grado,22446.94,1,95.48,75.29,42.8,38.11,195001.01,1,0,1
RD-001635,21,femenino,Barahona,Enriquillo,urbana,nacional,grado,16425.19,3,94.31,68.08,74.6,57.1,80000.0,1,0,1
RD-001636,18,femenino,La Vega,Cibao Sur,urbana,nacional,grado,19120.08,4,89.72,67.93,13.0,67.37,256651.06,0,0,0
RD-001637,19,femenino,Santiago,Cibao Norte,rural,nacional,grado,24867.88,1,65.25,100.0,8.0,34.14,446413.55,0,1,0
RD-001638,38,masculino,San Juan,El Valle,urbana,nacional,maestria,36998.52,1,78.91,79.1,61.2,75.11,270398.62,0,0,0
RD-001639,20,femenino,Santo Domingo,Ozama,rural,nacional,grado,21702.7,5,79.32,72.82,45.4,61.02,521513.69,0,0,0
RD-001640,24,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,46729.9,3,84.36,70.74,48.7,45.45,225444.31,0,0,1
RD-001641,17,masculino,San Pedro de Macoris,Higuamo,rural,nacional,grado,36844.21,6,97.51,83.65,0.0,45.18,261037.58,1,0,1
RD-001642,28,femenino,Distrito Nacional,Ozama,urbana,nacional,maestria,143214.07,6,75.36,70.34,56.7,79.96,230098.11,0,0,0
RD-001643,26,masculino,La Vega,Cibao Sur,urbana,nacional,grado,16523.79,1,100.0,64.86,129.7,66.08,245731.61,1,0,1
RD-001644,19,masculino,Santo Domingo,Ozama,urbana,nacional,grado,46111.32,7,80.94,77.61,21.6,69.1,275149.96,0,0,0
RD-001645,17,masculino,Santo Domingo,Ozama,urbana,nacional,grado,46430.08,5,77.86,77.52,100.4,48.23,383478.45,0,0,0
RD-001646,31,masculino,La Vega,Cibao Sur,rural,internacional,maestria,23937.31,6,90.76,73.0,0.0,86.46,1359687.24,0,0,1
RD-001647,30,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,44461.94,4,91.39,67.3,23.9,81.48,1364546.57,0,0,1
RD-001648,23,masculino,La Romana,Yuma,urbana,nacional,grado,64426.28,1,89.2,73.31,0.0,49.38,298495.53,0,0,0
RD-001649,18,masculino,Peravia,Valdesia,urbana,nacional,grado,44492.25,7,77.84,72.36,115.6,53.64,361607.79,1,0,1
RD-001650,19,femenino,La Altagracia,Yuma,urbana,nacional,grado,90350.75,4,88.02,70.7,99.5,68.65,80000.0,0,0,1
RD-001651,41,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,12737.07,1,75.73,81.32,13.5,87.06,1162214.12,1,0,0
RD-001652,27,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,26549.64,2,77.62,100.0,73.0,88.52,1780745.3,1,0,0
RD-001653,23,masculino,Santo Domingo,Ozama,urbana,nacional,grado,94966.63,2,83.24,93.98,114.1,32.3,346333.13,1,0,1
RD-001654,26,femenino,Santo Domingo,Ozama,urbana,nacional,grado,69676.23,3,77.44,100.0,121.1,76.65,194337.71,1,0,1
RD-001655,26,masculino,San Juan,El Valle,urbana,nacional,grado,56799.42,4,92.42,71.19,41.7,76.84,303551.47,0,0,1
RD-001656,34,femenino,Santiago,Cibao Norte,rural,internacional,maestria,83138.94,3,79.37,98.1,0.0,93.41,1202012.17,1,0,1
RD-001657,23,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,14704.27,7,82.24,80.73,19.6,71.14,2040755.16,1,0,1
RD-001658,24,femenino,Azua,Valdesia,urbana,nacional,grado,65354.78,7,76.96,89.84,94.5,56.91,218324.88,0,0,1
RD-001659,17,masculino,Santiago,Cibao Norte,urbana,nacional,grado,75765.9,5,92.3,83.49,154.5,38.36,284826.43,0,0,1
RD-001660,26,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,29369.59,5,78.67,73.88,57.6,32.32,257102.5,1,0,1
RD-001661,22,masculino,Santo Domingo,Ozama,rural,nacional,grado,179168.22,7,93.14,86.63,32.7,32.17,264248.68,1,1,0
RD-001662,44,femenino,San Cristobal,Valdesia,rural,internacional,maestria,47004.19,2,92.55,83.82,168.0,98.05,1803749.09,0,0,1
RD-001663,23,masculino,La Romana,Yuma,rural,nacional,grado,12631.85,4,80.43,56.78,78.3,45.01,215572.04,0,0,0
RD-001664,40,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,52036.44,5,84.24,76.51,4.8,43.32,144579.17,0,0,1
RD-001665,22,masculino,Peravia,Valdesia,urbana,nacional,grado,28398.08,2,80.21,88.47,54.6,50.4,298262.54,1,0,0
RD-001666,23,femenino,Azua,Valdesia,urbana,nacional,grado,80077.28,7,88.37,81.33,105.0,64.87,141223.5,0,0,1
RD-001667,29,femenino,Azua,Valdesia,urbana,internacional,maestria,57032.08,2,82.44,83.63,56.8,66.71,819082.8,1,0,1
RD-001668,21,femenino,Santo Domingo,Ozama,rural,nacional,grado,30367.94,1,80.66,68.98,95.7,41.27,126203.53,0,0,0
RD-001669,27,femenino,Distrito Nacional,Ozama,rural,internacional,maestria,96408.39,3,84.37,81.07,0.0,81.83,2163764.08,1,0,0
RD-001670,18,masculino,Azua,Valdesia,urbana,nacional,grado,70735.17,6,71.34,76.84,0.0,65.81,242463.29,1,0,0
RD-001671,38,otro,Santiago,Cibao Norte,rural,nacional,maestria,26759.48,3,83.39,75.56,26.9,50.95,135528.21,0,0,0
RD-001672,24,masculino,Monsenor Nouel,Cibao Sur,rural,nacional,grado,38807.75,2,89.2,69.85,47.3,56.2,214699.39,0,0,1
RD-001673,38,femenino,La Romana,Yuma,urbana,nacional,maestria,56067.09,7,85.1,88.98,75.0,75.3,255364.31,1,0,1
RD-001674,17,femenino,Santo Domingo,Ozama,urbana,nacional,grado,34532.47,2,91.61,82.15,88.7,94.65,90914.55,0,0,1
RD-001675,24,masculino,La Romana,Yuma,rural,nacional,grado,35104.35,2,80.98,80.93,171.0,61.61,167852.55,0,0,1
RD-001676,22,femenino,San Juan,El Valle,urbana,nacional,grado,43053.5,7,80.33,100.0,26.8,60.12,411441.71,1,1,0
RD-001677,18,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,23477.8,3,75.06,83.69,45.9,34.23,172680.25,0,0,0
RD-001678,43,masculino,La Vega,Cibao Sur,urbana,nacional,maestria,12357.01,1,80.75,92.41,28.0,57.53,307300.54,1,0,1
RD-001679,40,femenino,Azua,Valdesia,rural,nacional,maestria,48123.42,4,99.73,81.28,108.6,52.93,191787.26,0,0,1
RD-001680,23,masculino,Puerto Plata,Cibao Norte,rural,internacional,maestria,14130.7,6,86.2,73.76,111.0,55.37,1534076.57,0,0,1
RD-001681,32,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,24436.39,6,79.32,65.29,39.9,81.6,1761273.86,1,0,0
RD-001682,20,masculino,La Altagracia,Yuma,rural,nacional,grado,15924.75,1,75.95,80.9,153.0,55.01,80000.0,1,0,1
RD-001683,37,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,doctorado,17040.63,2,71.21,46.04,28.1,75.38,931339.85,1,0,0
RD-001684,26,femenino,Santo Domingo,Ozama,urbana,internacional,doctorado,53342.86,5,77.36,81.27,106.3,100.0,1620034.46,1,0,1
RD-001685,38,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,37336.64,5,90.07,81.78,125.5,62.12,1511596.5,0,0,1
RD-001686,25,masculino,Santo Domingo,Ozama,urbana,nacional,grado,36602.79,5,80.58,75.39,0.0,70.99,253587.92,0,0,0
RD-001687,17,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,20460.55,3,76.33,76.89,86.0,62.91,166147.58,1,0,0
RD-001688,26,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,29415.68,7,77.21,62.99,0.0,45.53,327423.8,1,0,1
RD-001689,37,femenino,Duarte,Cibao Nordeste,urbana,internacional,maestria,51898.77,1,89.2,94.63,97.1,71.58,1075847.81,1,0,1
RD-001690,43,femenino,Santiago,Cibao Norte,urbana,internacional,doctorado,41001.01,6,83.35,73.95,10.4,66.35,1050998.54,0,0,0
RD-001691,18,masculino,La Romana,Yuma,urbana,nacional,grado,66334.85,7,78.98,66.33,85.5,48.91,146877.95,0,0,0
RD-001692,17,femenino,Peravia,Valdesia,urbana,nacional,grado,71739.77,5,81.53,84.54,94.0,78.68,199811.19,1,0,1
RD-001693,27,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,36727.43,4,100.0,79.33,110.4,74.21,1573193.15,0,0,1
RD-001694,39,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,15233.66,3,93.76,73.7,100.1,83.49,1258420.25,0,0,1
RD-001695,24,masculino,San Cristobal,Valdesia,rural,nacional,grado,27829.32,4,95.75,72.43,62.5,57.34,111474.49,1,0,1
RD-001696,20,femenino,Puerto Plata,Cibao Norte,rural,nacional,grado,39985.45,2,69.98,77.93,42.9,50.59,196265.64,0,0,0
RD-001697,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,27527.26,2,82.79,94.15,56.7,19.66,163944.34,0,0,1
RD-001698,18,masculino,La Romana,Yuma,urbana,nacional,grado,23622.54,5,78.84,83.63,9.8,33.03,280618.96,0,0,1
RD-001699,24,masculino,San Juan,El Valle,urbana,nacional,grado,43842.71,4,88.35,77.59,50.5,61.26,268741.12,0,0,1
RD-001700,35,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,doctorado,160599.14,4,92.48,88.23,46.9,72.22,1430070.34,1,0,1
RD-001701,24,masculino,Peravia,Valdesia,urbana,internacional,doctorado,32257.2,4,86.61,78.33,24.5,78.35,2137584.08,1,0,1
RD-001702,18,femenino,Barahona,Enriquillo,urbana,nacional,grado,42127.53,1,77.02,82.82,0.0,33.59,235026.2,1,0,0
RD-001703,23,femenino,Santiago,Cibao Norte,urbana,nacional,grado,20504.1,7,78.71,79.81,2.5,41.22,315351.86,1,0,0
RD-001704,20,femenino,San Cristobal,Valdesia,urbana,nacional,grado,83606.0,7,88.96,85.08,0.0,51.94,178617.25,1,0,1
RD-001705,26,femenino,La Vega,Cibao Sur,urbana,nacional,grado,68262.01,2,89.76,72.67,46.1,65.86,296092.24,0,0,1
RD-001706,19,femenino,Barahona,Enriquillo,urbana,nacional,grado,65719.68,3,85.13,64.33,76.2,68.86,322173.57,0,0,1
RD-001707,26,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,89133.25,5,85.04,88.88,0.0,40.98,246547.57,0,0,1
RD-001708,25,femenino,La Vega,Cibao Sur,urbana,nacional,grado,33354.98,1,84.4,96.06,70.7,56.6,439294.88,0,0,0
RD-001709,21,femenino,Azua,Valdesia,urbana,nacional,grado,35727.29,1,86.15,64.9,54.5,30.62,286690.33,0,0,0
RD-001710,21,femenino,Santo Domingo,Ozama,rural,nacional,grado,108059.06,7,89.73,80.15,7.0,52.85,407466.42,1,0,0
RD-001711,30,femenino,La Romana,Yuma,urbana,internacional,doctorado,59754.54,2,89.04,72.61,40.6,68.0,1290550.02,0,0,0
RD-001712,21,femenino,Santiago,Cibao Norte,rural,nacional,grado,12449.4,5,84.19,88.6,107.3,50.99,81075.29,0,0,1
RD-001713,21,masculino,Barahona,Enriquillo,urbana,nacional,grado,54184.57,7,83.61,80.96,16.2,71.74,349407.09,0,0,1
RD-001714,28,femenino,Azua,Valdesia,urbana,internacional,maestria,30640.14,6,83.3,100.0,63.5,57.22,621684.77,1,0,1
RD-001715,20,femenino,Santiago,Cibao Norte,urbana,nacional,grado,69147.31,2,77.76,74.38,75.6,55.62,263123.42,0,0,1
RD-001716,25,femenino,La Romana,Yuma,urbana,nacional,grado,52812.58,2,77.66,96.45,23.0,48.25,177218.33,1,0,1
RD-001717,26,masculino,Santiago,Cibao Norte,urbana,nacional,grado,16198.95,6,88.35,97.62,105.4,43.99,155325.92,0,0,1
RD-001718,17,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,48915.84,3,78.3,84.4,78.2,30.13,139951.94,0,0,1
RD-001719,24,masculino,San Cristobal,Valdesia,urbana,nacional,grado,47374.78,7,90.51,78.44,48.7,32.57,451213.33,0,0,0
RD-001720,19,femenino,La Altagracia,Yuma,urbana,nacional,grado,51529.22,5,83.59,79.14,166.3,66.92,286301.35,0,0,1
RD-001721,23,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,57903.95,1,90.56,78.12,105.6,74.71,110878.11,0,0,1
RD-001722,29,femenino,Santo Domingo,Ozama,rural,nacional,maestria,96065.09,2,89.1,91.6,0.0,35.78,140001.59,0,0,1
RD-001723,25,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,52978.37,6,90.74,67.53,42.5,53.02,80000.0,0,0,1
RD-001724,24,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,42727.33,5,80.19,76.07,171.0,28.38,353150.74,0,0,1
RD-001725,27,femenino,Puerto Plata,Cibao Norte,rural,nacional,maestria,79330.83,6,87.27,74.61,15.8,37.35,244302.2,0,0,1
RD-001726,25,masculino,Distrito Nacional,Ozama,rural,nacional,grado,144857.73,2,89.9,57.29,63.0,55.9,288371.98,0,0,1
RD-001727,43,femenino,Santiago,Cibao Norte,urbana,internacional,maestria,69792.99,2,71.59,88.31,115.4,75.45,873260.22,1,0,1
